Text,Sentiment
"I love ghost stories and I will sit through a movie til it's end, even if I'm not really enjoying it. I rarely feel like I wasted my time... BUT, this adaptation of the Bell Witch story was horrible!  It wasn't scary in the least bit. What is with the comic relief moments? The dialog was tedious. Acting inconsistent The movie was WAY too long and some scenes were unnecessarily drawn out in my open. (Like the birthday party) The only good think I can think about mentioning is the costumes and props were well done. I am curious about other adaptation, but until then, I will stick to reading about the story.",0
"While the premise of the film sounded unique and intriguing after watching the first 5 minutes of the film I could have stopped there and gone on with my life. She does get some interesting comments and reactions from her subjects, but not really enough to add to the validity of the film. I also felt she went a bit overboard with many things. If a guy said a filthy comment, grabbed her, or made some disgusting gesture to her, I would say go for it, bring him down, he's a pig. What bothered me though is she would walk around in revealing clothes and be surprised when guys would look at her and give them hell about it. I think somehow she forgot that being attracted to other people is a part of human sexuality and a big part of who we all are. Guys will look at beautiful women, especially when they dress provocatively, just like women will look at men when they are wearing a tight tank or no shirt at all. Some women may hate me for this, but I hope not. I have much respect for women. I was raised by one. I also come from a Spanish family and we are very matriarchal. My grandmother was the center of my family for years, but I don't really feel this did anything to help women's rights and from what the filmmaker even said herself, some women were offended by her project.",0
"If you took all the stock elements of a Shrek movie (grumpy ogre, annoying donkey, cute kitty, obligatory dance number, etc.), put them in a blender and condensed it to 20 minutes, you'd have this mess. Painful to watch; I may have laughed once. The story and dialogue are rushed beyond comprehension, with the voice actors sounding like they phoned in their lines. The final reworked rendition of ""The Christmas Story"" poem felt like it was written by a committee in five minutes. And boy, a little Eddie Murphy goes a long way. With its desperate attempt to be hip and current, this show will be long outdated and forgotten while classics like ""The Grinch�?"" will remain timeless. A sad waste of effort by all involved, a veritable ""jumping of the shark"" for the Shrek franchise.",0
I saw this movie yesterday and thought it was awful; it was pointless and just plain stupid. the supposed plot concerned a prospective bridegroom too caught up in the problems of the world to relate to his bride and the other people in his life. He disappears on his wedding day (in a tux no less) and hooks up with an assortment of weirdos. We saw it with a bus-load of people on the way down to Atlantic City and everyone agreed that it was a terrible movie. It was trying to be profound but it wasn't; it was stupid and offensive. If I wasn't on a bus I would have walked out on the movie. Anyone considering seeing the movie or renting or buying the video you have been forewarned.,0
"This is one of those strange, self-important, self-indulgent movies which tries too hard to be profound. It isn't. Instead, it spouts cliches that try to pass for Profundity. Typical is the scene where Peter (Kelsey Grammer) explains to protagonist and best friend Adam (Dwier Brown) how man starts life breast feeding, then moves on to sucking the breast of his girlfriend, and finally his wife, thus concluding ultimately that life sucks. So deep. We are treated to a variety of characters who offer their perspective of life, the universe, etc. during Adam's travels through the Mojave Desert on foot. (He abruptly leaves L.A. the day of his wedding and his family, friends, and fiance assume he's dead when his car was found in a military test range smashed by a rocket.) Some characters are more entertaining than others. The best by far is an escapee from a mental hospital who only speaks through the voices of others. The actor, James Kevin Ward, does some great impressions, including Nicholson, Popeye, and several characters from the original Star Trek. But once the interesting characters leave the screen, we're stuck with Adam again and his pursuit of the profound. It's a long trip, which drags in many places. In fact, it's the longest hour and a half movie I've ever seen. And the finale hardly makes it seem worth while, at all. I discovered this movie playing on HBO one day by waking up too early and clicking on the TV. That'll learn me. Next time I'll try harder to sleep in.",0
"This failed exercise in satire or commentary on the human condition easily earned a place as one of the 10 worst movies I've ever seen. I'm seriously considering buying a copy, if I can find one dirt cheap, to chase away unwanted company. It's honestly that bad. I view it as some kind of anti-personnel weapon. If you're the kind of person who just has to see a train wreck to witness the carnage, then this movie is a gem. Just to be fair, Kelsey Grammar's character has 1 line that almost works, but doesn't quite. Other than that everything in this movie strives to be insightful, but misses the mark by approximately the distance between earth and the nearest pair of colliding galaxies. I usually can appreciate a book or movie where the protagonist suffers from some sort of existential angst, but the angst presented here is so unbelievable and over the top, and the movie doesn't even address the nonsense it presents in any valuable way. If you are familiar with the term ""word vomit"" then you may get some picture of the cinematrocity. Oh, and the narrative structure is ill conceived, pretentious and amateurish. It has failed on both style and substance. If you really hate someone, invite them over for a double feature of this movie and ""The Terror of Tiny Town,"" an all midget western from the 1930's and put them in restraints with their eyes forced open ""A Clockwork Orange"" style. But that probably violates some provision in the Geneva Conventions.",0
"The English translation of the title on the DVD version of this film is ""Graveyard of Horrors,"" but I think that must be an error. It should have been called ""Graveyard of Horribles."" Horrible acting, horrible editing, horrible story, and horrible music all make this a horrible film best left in a horrible graveyard. Horrible.",0
"What if someone made a horror movie that was completely devoid of plot? Well, I think it would probably end up a little bit like this one. I don't think I've ever seen a move was so steady it its slide from hackneyed (at the beginning) to complete crap (by the end). I only stuck with it, because I kept thinking it couldn't possibly get worse. Well, up until the very end, ""Necrophagus""/""Graveyard of Horror"" proved me wrong. Who would have suspected that a movie with an undead lizard-man, evil grave-robbing cultists, and mad scientists tossed in for no discernible reason could suck this bad? One would think there'd at least be some humor value... but not here.",0
"Seeing this film for the first time twenty years after its release I don't quite get it. Why has this been such a huge hit in 1986? Its amateurishness drips from every scene. The jokes are lame and predictable. The sex scenes are exploitative and over the top (that is not to say that Miss Rudnik does not have nice boobs!). The singing is ""schrecklich"". The only genuinely funny scene is the big shoot out when the gangsters die break dancing, a trait that dates the movie firmly to the mid-eighties. It's really quite puzzling to me how incapable I am to grasp what evoked the enthusiasm of the cheering audiences in 1986 (and apparently still today, reading my fellow IMDBers comments).",0
"From time to time it's very advisable for the aristocracy to watch some silent film about the harsh life of the common people in order to remind themselves of the privileges and the comfortable life that they have enjoyed since the beginning of mankind or even before�? in comparison with the complicated and hard work that common people have to endure everyday since the aristocrats rule the world. And that's what happens in ""The Love Light"", the first film directed by Dame France Marion who will be famous afterwards in the silent and talkie world thanks overall to her work as a screenwriter; better for her, certainly, because her career as a film director doesn't impress this German count. The film tells the story of Dame Angela Carlotti ( Dame Mary Pickford ) a merry Italian girl who lives surrounded by a ""picturesque squalor"" ( an important difference of opinion between upper and low classes; aristocrats prefers to live surrounded by ""picturesque luxury""�? ); she has two brothers and a secret admirer but all she gives him in return is indifference. Destiny begins to work hard and pretty soon war is declared and Dame Angela's two brothers enlist and in the next reel both are dead. But destiny is even crueller and Dame Angela meanwhile falls in love with�? a German!! And to make things worse, she doesn't know that her Teutonic sweetie is a spy and that the light signals that she sends to him every night from the lighthouse she maintains thinking that is a love signal, don't mean ""Ich Liebe Dich"" but ""Sink Any Damn Italian Boat At Sea""�? Fortunately for Dame Angela, pretty soon her sweetie German spy will be found by the neighbours in her house in which she was hiding him ( a not strange fact, indeed, because it is not an easy task for a German to go unnoticed�? ) but the German spy will prefer to die before being captured by those Italians. From that German love, a half-Teutonic baby will born ( the wicked Destiny at full speed�? ) but a greedy neighbour who has a particular idea of motherhood will carry away her son with the consent of a Catholic nun who has taken the Council of Trent to extremes�? a fact that will put Dame Angela at the verge of insanity. But meanwhile Dame Angela's secret admirer has returned from the war and you can think that finally Dame Angela's sorrowful life will improve; a tremendous mistake because Destiny has in store for her that the returned soldier is blind. But as they say in Germany, it may be a blessing in disguise and finally Dame Angela will recover her son and will start a new life with her blind sweetie in a poor Italian village in what it is supposed to be a happy ending for the common people. As this German count said before, it was much better for Dame Frances Marion that she continued her career as a screenwriter, because as can be seen in ""The Love Light"", she had a lot of imagination to invent incredible stories, ja wohl!�? but a completely different subject is to direct films and her silent debut lacks emotion and rhythm in spite of the effort of Dame Pickford to involve the audience with her many disgraces. The nonexistent film narrative causes indifference in the spectator making this the kind of film where only Dame Pickford herself provides the interest and not her circumstances. And now, if you'll allow me, I must temporarily take my leave because this German Count must send Morse signals from the Schloss north tower to one of his Teutonic rich heiress.",0
I had to see this on the British Airways plane. It was terribly bad acting and a dumb story. Not even a kid would enjoy this. Something to switch off if possible.,0
"This is a family movie that was broadcast on my local ITV station at 1.00 am a couple of nights ago . This might be a strange decision on the part of the schedulers but THE REAL HOWARD SPITZ is a rather strange film , strange in the way it doesn't want to upset its audience . Come on there's nothing kids like more than sadism and that's why Roald Dahl was such a popular author for children . It also explains why DOCTOR WHO was such a successful show across the world . In this screenplay you're just dying for pulp fiction author to do something nasty to the kids but this doesn't happen . I'm not advocating child abuse but to see Howard Spitz lose his rag at the little ones would have made the movie rather better . Can you imagine how much worse KINDERGARTEN COP would have been if the producers had gone all PC ? I mean if you're making a movie centered around a children's author who hates children shouldn't the story show and not tell ?  Much of the problem lies with director Vadim Jean and you do get the feeling he doesn't know how to handle the material which is bad news for the movie . As someone previously noted the soundtrack is haphazard and Kelsey Grammar is very wooden . I guess he was trying to play it dead pan just like in that show he's famous for but it fails to work here and there's many scenes with quiet ridiculous camera angles which seem unintentional but which are very distracting . But at the end of the day the main problem remains that the potential is ruined because no one wanted to offend the audiences sensibilities",0
"CAUTION SPOILER: At the end of the movie it is announced that the bridge collapsed just a few days after it was captured. The impression is that the attack was all for nothing. In reality, taking the bridge at Remagen was the last important victory for the Western Allies. It was the crossing of the Rhine that the Allies had been trying to achieve for six months. Because the Remagen Bridge was taken, the war ended in just a few weeks. The bridge only need to last for a day after it was captured. This was enough time for the Americans to send combat engineers and a large protective force to the other side, and they could then start building a series of pontoon bridges. The taking of the bridge was a complete success, and meant the that the end of the war was near, and would not last through the summer. Contrary to the cynical nature of the film, the victory was heralded with elation by the troops who did it. They knew how vital the battle was. This film has little to do with real history. It was more a reflection of the cynical nature of the time in which it was produced.",0
"The Bridge At Remagen contains some of the most preposterous war time screenplay I've ever seen. Aside from the acting, which is wooden, no tank commander attacks with his tanks parked in nice neat rows, up the middle of roads, and with troops bunched all together with their arms not at the ready. The constant suicidal behavior set off my ""tilt switch"" so often I found it impossible to enjoy the movie. Apparently the screen writers and director have never been through actual warfare and never bothered to bring in an expert who had. This movie is the very antithesis of the excellent detail in Saving Private Ryan. Unless you are under 7 years old, I recommend watching something else. GB",0
"Veteran TV director Ted Post treats us to a plodding, confused and ultimately pointless story lifted from Column B of the Harold Robbins Big Book Of Plots. Set against a smoggy Phoenix skyline, post-Charlies Angles Jaclyn Smith takes a star turn as ""the woman whose eyes are mysteriously shadowed at all times"" while JFK impersonator James Franciscus lounges around the fringes.  Mannix goes western, monkeys are abused, models lean against classic cars, and Smith is constantly upstaged by Sybil Danning until a giallo style wrap-up brings the whole sorry mess to a bitter end. Oh yeah, and Bob Mitchum is in there too. Somewhere.",0
"Filmed in Arizona by a mostly-foreign crew, ""Nightkill"" is one of the clumsiest crime dramas I have ever seen. Robert Mitchum (in a cowboy hat) trails recently-widowed Jaclyn Smith around, hoping to figure out if she had a hand in her husband's death. Jaclyn's wardrobe is of the Dale Evans variety and her dog is named ""Cowboy""...seems as if somebody sure bought into the American myth that all westerners talk and dress like descendants of John Wayne! Screenplay by Joan Andre and John Case may have worked better if approached as parody; this mystery thriller just plays tame, with director Ted Post asleep at the controls. Don't be drawn in by the video box art of Jaclyn screaming while taking a shower. She does indeed take a shower in this film, but it is not revealing (nor does it further the murky plot one iota). NO STARS from ****",0
"Nightkill stars Robert Mitchum as a world-weary private eye probing the case of a missing industrialist (Mike Connors). He is hired by Jaclyn Smith, the anxious wife of the missing man. What Jaclyn fails to inform Mitchum is that she knows full well her husband's whereabouts. After all, she was the one who helped her lover James Franciscus dispose of her wealthy hubby. What more would expect from a rotten slasher film with Robert Mitchum? Mannix goes western, monkeys are abused, models lean against classic cars, and Smith is constantly upstaged by Sybil Danning until a giallo style wrap-up brings the whole sorry mess to a bitter end. This is BAD cinema. And this movie is sooooo poor. It makes it look like Halloween mixed up with Trick Or Treats. Avoid this. Rated R for Graphic Violence, Nudity and Sexual Situations.",0
"Donald Sutherland, an American paleontologist visiting England, picks up a hitch hiker one evening. Two years later, having discovered the man's address book in his car, he returns the book to the man's opulent home, only to find that the man's been hanged for murder. Nobody in or out of the family seems to care that the hitch hiker could not have committed the murder (of his own stepmother) because he was in Sutherland's car at the time of the crime. Sutherland is the man's alibi but he's turned up too late. Out of a sense of guilt, he tracks down the real murderer. Agatha Christie's mysteries usually involve a number of diverse people, all of them with one or another motive for the crime, all of them suspect, and a puzzle that depends on the construction of a strict time line. There is often, not always, a sidekick with whom the investigator can talk things over. Because of the anfractuosity of the situation, due care must be taken to explain each element of the mystery to the reader or viewer. Redundancy is perfectly okay. We have to keep the characters and the time lines straight. Christie's movies are of the rare kind in which the use of famous faces in subordinate characters is actually useful. (Jacqueline de Bellefort? Oh, yes, that's Mia Farrow.) But this version of ""Ordeal by Innocence"" is a Golan-Globus production, with all that implies in the way of production values, a thoughtfully prepared script, and skill behind the camera. The first few minutes, in which Sutherland discovers that an innocent man has been hanged, are fine. After that, everything is flung at the viewer in disjointed scraps, often in sudden flashbacks or in confusing voiceovers that tell us nothing. The script has a slapdash quality, as if thrown together by two hacks overnight. Few of the faces are familiar and that doesn't help at all. Everyone drops remarks about everyone else and the names become a hopeless jumble. The musical score consists of four instruments doing irritating atonal jazz riffs. Some nudity is thrown in to wake up the dozers in the audience. If Dame Agatha were alive, she'd be among the viewers who needed to be shaken awake. Dullsville.",0
"I have never seen so much talent and money used to produce anything so bad in my entire life! As stated in other commentaries, a who's who of talent, such as, Christopher Plummer, Faye Dunaway, Donald Sutherland, and many more were thrown together in a film that is not recognizable as an Agatha Christie story. I keep thinking of how it could be with the same cast, done the right way.  The film has even less intimacy than the Christopher Reeves 'Superman' movies. The large cast makes the slick production even less effective than in those films, because there is not enough time to get to know anyone. Dave Brubeck's progressive jazz soundtrack had me wondering if the wrong video was in the the case from the rental store. The music became more and more offensive as the plot progressed. It's hard to say whether the soundtrack or the annoying technique of repeating information from earlier scenes, was more offensive. From someone who has seen most Christie films (that's what attracted me to this, it was one of the few I hadn't seen) miss this one. It is not an Agatha Christie movie. Golan-Globus are better suited to producing flicks about big time wrestling, rather than the snug atmosphere of English mystery.",0
"Three businessmen are involved in a bar fight with three mysterious men. The three businessmen take revenge, which escalates to a murder after another. Supposedly the story is about the violence that could happen to ordinary people. The plot has too many holes. The details were ignored in order to move the story forward. The acting was uneven. The color balance was awful even though I watched this movie in DVD. The small budget and tight schedule were apparent. The whole thing seems to be an excuse to shoot the final gun fight, and the ending was just unbelievable.",0
"This film is on my list of worst movies ever made. The story is disconnected and it is difficult to understand what is going on or the reason for the characters' actions. All films need to have an inner logic, and this film just doesn't have it - the story doesn't make any sense.  To see Faye Dunaway, Christopher Plummer and Diana Quick wasting their talents in this movie is a crime. Faye Dunaway is the lucky one, because she plays the victim and gets killed early in the film. On the other hand, Donald Sutherland must be an amazing actor because he manages to look good in spite of bad directing and bad writing; his performance is believable and he manages to stay in character in spite of everything.  If Dame Agatha Christie were alive she would die laughing! The movie is that bad!",0
"This is indeed one of the weakest films based on Agatha Christie's work, a lifeless, muddled mystery that clearly lacks the grace (and the budget!) of its predecessors (""Death On The Nile"", ""Evil Under The Sun"") and Donald Sutherland is a pale shadow of Peter Ustinov as far as screen detectives go (of course, he is playing a character much less interesting than Poirot). The film manages to coast as far as it does on the strength of Christie's plot alone (all her plots have a certain amount of inherent interest), but the direction is hopelessly flat. (*1/2)",0
"When at the very start of the film Paleontologist Donald Sutherland arrives at the Argyle family's house and it comes out he is the undeniable alibi for one of the members executed for murdering his mother two years ago your sensation is that you are about to watch a top thriller; an innocent man has been convicted and a killer is still around. But as the film runs along your disappointment increases inevitably. ""Ordeal by Innocence"" is a dull and at times even boring film that doesn't raise at any moment. Nothing interesting happens all along and even the final revealing of the facts lacks surprise and intensity (wether you guessed or not). Donald Sutherland, Cristopher Plummer, Faye Dunaway and Sarah Miles (far from her good performance in ""Ryan's Daughter"") just pass through their roles and not very enthusiastically either. You won't miss much if you skip this one.",0
"Producers Golan and Globus should have been ashamed to release this piece of trash publicly. I know this is gonna sound cliched, but compared to this, the first ""Hercules"" of 1983 looks like a mature and exciting epic! This ""sequel"" is moronic, cheap, unredeemable, childish, phony, inept and BADLY ACTED. A landmark in bad cinema, and one of the few, few movies I've seen that REALLY deserve the lowest possible rating: no stars!",0
"Aya! If you are looking for special effects that are 10-20 years before its time, this is it. The glowing lightning bolts, fireballs, etc. look like they came from a cheesy 70's sci-fi flick. And yes, Hercules really grows; he's not being pushed on a cart closer to the camera!",0
"The Adventures of Hercules has to be one of the lamest excuses for a movie I've yet run across. You would have to look far and wide to find anything that approaches the level of ineptness on display in this movie. Acting �? Bad. Editing �? Bad. Direction �? Bad. Special Effects �? Bad and Laughable. Plot �? Bad. Lighting �? Bad. Cinematography �? Bad. Costume Design �? Bad and Silly. Everything Else �? Bad. Watching The Adventures of Hercules is about as enjoyable as a root canal. Even for a fan of bad movies, it's a real endurance test. This is one for either masochists or Lou Ferrigno completists (if any exist). Eight things I learned from watching The Adventures of Hercules:  1. If you don't have the budget for real special effects, rotoscope a scene from the previous movie. It will look great - trust me. 2. When on a quest to recover Zeus' thunderbolts, take time for frequent stops to oil-up you body. It worked for Ferrigno and his two Amazon companions. 3. Any sword fight, use of magic, and just about all other day to day activities in ancient Greece created a sound very similar to a game of Pac Man or Asteroids. 4. Some of the ancient Greek gods dressed like extras from Star Wars. 5. If you need to pad your crappy movie's runtime, extend the title sequence by adding Star Trek style credits and throw in some overly grandiose music. It also helps if you've got a previous movie to pull scenes from. 6. Fight scenes move along much smoother if the bad guys attack Hercules one at a time. 7. William Berger did anything for money. 8. I didn't think it was possible, but The Adventures of Hercules makes the first film, Hercules (1983), look like an Academy Award winner.",0
"Looking for a REAL super bad movie? If you wanna have great fun, don't hesitate and check this one! Ferrigno is incredibly bad but is also the best of this mediocrity. ",0
"From the fertile imagination which brought you the irresistible HERCULES (1983), comes its even more preposterous (read goofier) sequel: right off the bat, we get another unwieldy ""beginning of time"" prologue which even contrives to completely contradict these same events as set up in the first film!; a condensed montage of highlights from same is soon followed by a SUPERMAN-like scrolling credits sequence. Narrative-wise, here we have four rebellious gods who steal Zeus' seven all-important (but poorly animated) thunderbolts �? a crime which, for one thing, sets the moon careening on a collision course with Planet Earth! Faster than you can say ""nepotism"", Zeus (once again played as a white-haired bearded man by the relatively young Claudio Cassinelli) sends his champion �? who has now rightfully taken his place among the elite thanks to, one presumes, the almighty tasks performed in the first film �? to find his blooming thunderbolts and avert the calamities in store. No sooner has Hercules (Lou Ferrigno �? as if you didn't know) touched the earthly surface that he comes in contact with two attractive damsels (Milly Carlucci and Sonia Viviani) in need of his getting them out of distress!; the former (who would go on to become an Italian TV personality) seemingly has the ability to talk with the Little People(!) �? which look uncannily like the tiny sisters from GODZILLA VS. MOTHRA (1964)!! Just so they can swindle as much unutilzed footage from the first film as is humanly possible, the divine quartet of villains resurrect good ol' King Minos (William Berger again) from his skeletal slumber and pit him once more against his eternal enemy. Typically, Hercules is made to encounter a number of potentially deadly foes including a Gorgon �? an awfully underproduced sequence which ought to have led to a surefire plagiarism suit had the film-makers behind the much superior CLASH OF THE TITANS (1981) bothered to watch this flick (complete with the same ""reflection in a shield"" come-uppance and preceded by the muscleman letting the audience in on his tactics before executing them as if to show us how clever he is)!! And just to make it crystal clear that he wears his influences on his sleeve, Cozzi has Hercules and Minos turn into a cosmic version of ""King Kong vs. Godzilla"" for one of their battles and later still, King Kong gets to grips with a large snake, an encounter lifted straight out of the classic 1933 original. I swear it: this is the whole truth and nothing but the truth!  As had been the case with the first film, the cast is full of old reliables like the afore-mentioned Berger, Cassinelli and Venantino Venantini (as a sorcerer with a truly bad hair day) and up-and-coming starlets �? not just Carlucci but also Maria Rosaria Omaggio (as a younger Hera!), Serena Grandi, Pamela Prati and, once again, Eva Robbins (whose costume here easily outcamps her appearance in the first film); for what it's worth, Pino Donaggio's score for this one is recycled from musical cues featured in his soundtrack for the previous film. If you have stuck with this review so far, you must have realized by now that this is one of those movies that is so unbelievably bad that a reviewer is forced to choose which course to take: either dismiss it in one unflattering sentence or spend an undeserving amount of time dissecting its flaws. I'm sure I've left out some of its ineptitudes but I wouldn't forgive myself if I failed to mention the single greatest laugh-out loud instance in the whole movie which almost made me fall off my chair (yes, it even surpassed the afore-mentioned animated titanic duel for me), namely the décor of the rebellious gods' lair which is in the shape of a giant marble�?kettle!! At this stage, one might well wonder why I gave this film (and its predecessor) a rating instead of a (not entirely unjustified) BOMB; in the past, I've had various protracted online discussions on whether one's star rating of any particular film should reflect the overall artistic quality or its sheer entertainment value�? but these are two instances where I deemed it necessary to be consciously influenced by the latter in settling on my final rating. I don't know: maybe it's because I'm in a ""sword-and-sandal"" state-of-mind at the moment (with some 10 more respectable examples scheduled for the coming days!) but, after all, uncharacteristically for me, I decided to add these two films to my DVD collection simply based on the fun I had with them in this recent revisit �? and that alone must count for something, no?",0
"Although coming after three Star Wars, Krull & countless others, this movie would look outdated in the 1950s... 1 SFX mostly consist of 1970s videogames effects such as bolts etc; annoying after a short while. You also get a SFX creature that looks like a poor man's version of some tier-IV Harryhausen monster. 2 sets are mainly ruins in the countryside, with papier-mache temples and miniature cities or abodes that makes 1950s Japanese monster movies look like flawless perfection. 3 Plot is paper extra-thin...Hercules must find Zeus' seven golden thunderbolts stolen by conspiring gods & zombie tyrants. 4 action mainly consists in retarded, muscled-up Hercules ( check the variety of facial expressions ) wrestling cheap 1970s videogames effects. 5 acting award goes to Milly Carlucci (third Carlucci show-biz sister with Anna & Gabriella ), which says all. 6 SFX make other tier-II Italian salad bowl movies such as L'UMANOIDE & STAR CRASH look like masterpieces. Well, considering that Ferrigno's main acting exploit consisted in impersonating a retarded green monster, wearing a whig and green espadrillas, we ought to be lenient. Watch it & forget about it.",0
" JURASSIC PARK III *___ Adventure  Sam Nell (The Dish), William Macy (Happy Texas, Fargo), TZ(a Leoni (Family Man) A better title would be: ESCAPE FROM THE ISLAND OF REALLY MEAN DINOSAURS. But then no one would need to see the film. In this sequel, a rag-tag group pays a visit to the island of dinosaurs to rescue the teenage victim of a hang-gliding accident. ACCESS HOLLYWOOD reports JP3 began filming without a completed script. That explains why the film seems to have little or no purpose other than to demonstrate state-of-the-art special effects. Sure, there are a few clever scenes and some moderately funny bits, but no meaningful plot line to tie them together. The dinosaur puppets and animation in JP3 are very good to excellent, and more numerous than ever. But the overall film experience can not hold a candle to the original JURASSIC PARK or even JP2. JP3 is a mercifully short 90 minutes -- the last 10 minutes of which is credits. Even at that, I found myself frequently checking my wristwatch. The audience I saw it with left the theater in silence. A better bet: see the movie LEGALLY BLONDE. Dave",0
"I would put Death Wish 3 in the same box as Stallone's Cobra and Commando. The box that I would sell for $2 at a garage sale with all the videos inside. The story is about the main character coming back from the previous movies' success to ruin it all with this load of trash. Why did the makers want to destroy the reputation of the past 2 films with this cheap junk. The story is so lame that had to be a outrageous sequel. I mentioned Cobra earlier because it has the same mood, that one man can kill 20 or 30 gang members without a scratch. Both this movie and Cobra were bent on showing the hero firing his guns at hip level and the enemy falling in large numbers. Police officers spend hours at the shooting range so why did they get gunned down by gang members firing aimlessly from their hips? This movie was so bad I thought for a minute it was Death Wish 4.",0
"JP3 lacks the Spielberg touch. It's an all-out assault on the senses featuring ""in your face"" dinosaurs. Watching this film was a bit like a roller coaster ride from hell.  The script is lame; it simultaneously asks and then leaves too many questions unanswered. Also, we don't really get to appreciate the humans in the film for all they're worth. For example, William H. Macy is too great a talent to have to compete with dino-thugs for our attention. And Laura Dern was especially sympathetic in JP1; in this film, she's barely a blip on the radar screen. The whole JP3 experience was t o o m u c h. Too much noise, too many surprises, too many characters dying off, too much predictable, gratuitous violence.  Word to the wise: vote yourself off this island. (I rated it a 3 for special effects; I took off the other 7 points for having absolutely no originality.)",0
"Did people expect ""Jurassic Park 3"" to be full of surprises? Not one moment of it is worth it. Many elements could easily scare people out of the movies...and it's not the dinos! Tea Leoni...I think she's a great actress, but I'm sorry to say that this time she reached the bottom line. I wonder if she happened to strain a vocal chord while shooting the movie....Laura Dern...she's ok, but why not be more noticeable in the movie, maybe exchange smart dialogs with Sam Neil. Alessandro Nivola - ""have you ever heard of something called facial expression? Fellings, emotions...""..he's got to work harder on that! Sam Neil, no big deal. The soundtrack...got to change that record, or you get tired of it. My applause goes to William H. Macy, a talented actor who I've never seen playing a bad role....unfortunately he can't save the movie, nor can the well computer-created dinosaurs.",0
"This movie was perhaps the biggest waste of 2 hours of my life. From the opening 10 minutes, I was ready to leave. The cliches there slapping you in the face, and the plot was not only predictably stupid, but full of more holes than swiss cheese. I am considering suing for that lost 2 hours, and $6.25 along with the fact that I am now stupider for watching this waste of film. The T-Rex's must be flipping in their graves, so to speak.",0
"How sad it is when a film as wonderful as ""Jurassic Park"" slowly nosedives into hackneyed and mediocre territory throughout its franchise. The newest sequel, Jurassic Park III, has given no thought to characters, a story, or pretty much a script, and instead relies on non-stop dinosaur action, which is neither thrilling nor very interesting to watch. The dinosaurs seemed to look incredibly fake compared to the 1993 technology, after 7 years of CGI advancements, it only gives you more of the feeling that the film was pumped out for the summer relying only on its name. The introduction of a pterodactyl does not a great movie make. Go see ""Shrek"" again. ",0
Number 1 was really great summer popcorn fun. It was the modern Jaws. Number 2 is best summed up by Jeff Goldblum in the movie about being the stupidest idea in the history of stupid ideas (or something like that). Number 3 is the obituary notice...JP has achieved all it ever will.  Once they realized they had no fresh ideas they should have just let sleeping dinos lie. That said. Movie is ok if you don't mind knowing you already have seen it before. ,0
"I had been looking forward to this movie since Lost World came out. It didn't bother me that Lost World wasn't as intellectual as the original, and here, I was just hoping for a good monster movie. It was all about ""Dinosaurs eat people."" However, it was disappointing even on that level. For starters, there were not enough people to eat, and while I'll keep it a secret how many people get eaten, it was not enough. Also, while there was no shortage of variety in the dinosaur community, there were not nearly ""enough"" dinosaurs. And many dinosaurs, like the spikey-back-and-has-a-club-on-its-tail-osaurus, just made cameos and didn't do much considering how cool they are. (START SPOILERS) Then there were the Pterodactyls. The figures I've read put their body weight at about 15 pounds, while the movie made them look closer to 300. Worse, they didn't get to eat anybody, or even splatter them on the rocks by dropping them from high up. There was no ending to the movie, either, it was just, all of the sudden, credits. (END SPOILERS) I'm left wondering if the edition I saw was missing 40 minutes of film. My only conclusion can be that they taught the Pterodactyls to stick their long beaks stealthily into your pockets and get your $7. Go rent the Carnosaur series; at least you won't be disappointed.",0
"To summarize, my group of friends and I spent about 45 minutes outside the theater sharing our favorites gaffes, plot inconsistencies, untied loose ends, and other ridiculous aspects of this movie. I found the story trite to the point of inconsequential and the plot lines as underdeveloped as the dino embryos still locked in the shaving cream canister from Jurassic Park 1. The editing was poor and none of the characters engendered any sort of sympathy or feeling. In short, this movie lacked any of the suspense and thrill that the first movie provided from a story standpoint Even the new dinosaurs were few and far between (although I really enjoyed the pterodactyls.) We got several brief shots of the new species and only 2 really were involved in the action. As a scientist and former childhood paleontologist, the lack of any real scientific content (not that it had to be realistic, but logically formed i.e. how they built the dinos in #1 and malcom's chaos ramblings) was disappointing as well. In short, the movie seemed to be nothing more than an excuse to trot dinos back on the scene to make some money. I hope that movie-goers don't fall for this trap again (although I did apparently)",0
"(A possible minor spoiler) The first ""Jurassic Park"" was an effective, but silly film that did it's job and was actually pretty good. The sequel ""The Lost World"" had a few decent moments, but those were ruined by the lame end portion of the film which had a T-Rex running amok in San Diego. Now in ""Jurassic Park III,"" what little story there was in the first one and the sequel, has been thrown out the window and replaced by a mere 90 minutes of basically non-stop action, which would have worked had the film not been so poorly done. Sam Neill is back as Dr. Grant, who is given a proposition by a couple (William H. Macy & Tea Leoni) to come with them to an island to help them find their son, who's been lost for over 2 months. But of course this island just happens to be populated by dinosaurs and of course the plane the are on just happens to crash leaving them stranded with a bunch of dinos after them. This one was obviously intended as a thrill ride, with no real story whatsoever, but even on that level the movie doesn't deliver. Director Joe Johnston (""Jumanji"") somehow managed to take what little magic was left in the ""Jurassic"" movies and squeeze the life right out of it.  The dinos look okay, though by now they're just standard fair and not very scary. The bottom line is it's not a very good film, even as a thrill ride. * out of 4 stars.",0
